"Nombre restaurante","Rating","Cantidad reviews","Dirección","Teléfono","Sitio web","Categoría","Google Maps URL","Latitud","Longitud","Comuna","Región","País","Fuente","Fecha extracción","Calidad dato","Es restaurante válido","Instagram URL","Instagram Usuario","Facebook URL","TikTok URL","Tiene Redes","Calidad Redes","Está en Uber Eats","URL Uber Eats","Confianza Uber Eats","Está en PedidosYa","URL PedidosYa","Confianza PedidosYa","Está en Rappi","URL Rappi","Confianza Rappi","Observaciones","Nombre normalizado","Posible cadena/franquicia","Grupo cadena/franquicia","Posible duplicado entre comunas","Grupo duplicado","Tipo negocio","Score comercial","Nivel comercial"
"CAOBA BAR","4.6","834","Alonso de Córdova 4156, 7630448 Vitacura, Región Metropolitana","9 5855 6596","https://caobabar.cl/","Bar restaurante","https://www.google.com/maps/place/CAOBA+BAR/data=!4m7!3m6!1s0x9662cfec8b5a7381:0x776af53046b0faf0!8m2!3d-33.4026497!4d-70.5901323!16s%2Fg%2F11tcwmj81r!19sChIJgXNai-zPYpYR8PqwRjD1anc?authuser=0&hl=es-419&rclk=1","-33.4026497","-70.5901323","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","caoba bar","No","","No","","Bar/Pub","88","Alto potencial"
"Tanaka Vitacura","4.5","45","Alonso de Córdova 4248, 7630504 Santiago, Vitacura, Región Metropolitana","9 7443 4824","http://www.tanaka.cl/vitacura","Restaurante","https://www.google.com/maps/place/Tanaka+Vitacura/data=!4m7!3m6!1s0x9662cf3719587b89:0x472600fb6eb00235!8m2!3d-33.4030473!4d-70.5886892!16s%2Fg%2F11ckw294gm!19sChIJiXtYGTfPYpYRNQKwbvsAJkc?authuser=0&hl=es-419&rclk=1","-33.4030473","-70.5886892","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","tanaka","No","","No","","Restaurante","76","Medio potencial"
"Piegari Chile","4.7","61","Av. Nueva Costanera 4092, 7630191 Vitacura, Región Metropolitana","9 3453 7621","http://www.piegari.cl/","Restaurante italiano","https://www.google.com/maps/place/Piegari+Chile/@-33.3954005,-70.5975267,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cfe62edf92cf:0xe56813440fe5a463!8m2!3d-33.3954005!4d-70.5975267!16s%2Fg%2F11dyrb51w7?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.3954005","-70.5975267","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","piegari","No","","No","","Restaurante","79","Alto potencial"
"Centro Gastronómico BordeRío","4.6","36","Costanera Sur S.J.E. de Balaguer 6400, 7640859 Vitacura, Región Metropolitana","(2) 2941 5000","http://www.borderio.cl/","Zona de restauración","https://www.google.com/maps/place/Centro+Gastron%C3%B3mico+BordeR%C3%ADo/@-33.3815722,-70.5792292,17z/data=!3m1!4b1!4m6!3m5!1s0x9662c8d747930ddd:0x1e7e60f0563c582e!8m2!3d-33.3815722!4d-70.5792292!16s%2Fg%2F1tgm41dl?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.3815722","-70.5792292","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","No","","","","","","","","","","","","","","","","","centro gastronomico borderio","No","","No","","Otro","72","Bajo potencial"
"Barceloneta","4.2","321","Av Vitacura 3391, 7630564 Vitacura, Región Metropolitana","","https://barcelonetasantiago.com/","Restaurante","https://www.google.com/maps/place/Barceloneta/data=!4m7!3m6!1s0x9662cfa76461b4fd:0x58bb79a751db2280!8m2!3d-33.4053922!4d-70.5972991!16s%2Fg%2F11l6mbcws2!19sChIJ_bRhZKfPYpYRgCLbUad5u1g?authuser=0&hl=es-419&rclk=1","-33.4053922","-70.5972991","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Sin teléfono","Sí","","","","","","","","","","","","","","","","Sin teléfono visible","barceloneta","No","","No","","Bar/Pub","63","Medio potencial"
"Mestizo","4.4","77","Av. Bicentenario 4050, Santiago, Vitacura, Región Metropolitana","","https://mestizorestaurant.cl/","Restaurante de alta cocina","https://www.google.com/maps/place/Mestizo/@-33.3942718,-70.5999298,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf4bb499917f:0xfd06a131a5f08a6d!8m2!3d-33.3942718!4d-70.5999298!16s%2Fg%2F1tmqm_0s?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.3942718","-70.5999298","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Sin teléfono","Sí","","","","","","","","","","","","","","","","Sin teléfono visible","mestizo","No","","No","","Restaurante","59","Medio potencial"
"Arca Bar","4.7","09","Av. Nueva Costanera 3986, 7630000 Vitacura, Región Metropolitana","9 6839 9315","https://www.grupoarca.cl/","Bar","https://www.google.com/maps/place/Arca+Bar/@-33.3972025,-70.597931,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cfe6bdc049f1:0xae691c9d8f796c3d!8m2!3d-33.3972025!4d-70.597931!16s%2Fg%2F11q1n_nb_5?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.3972025","-70.597931","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","No","","","","","","","","","","","","","","","","","arca bar","No","","No","","Bar/Pub","68","Bajo potencial"
"Capogrossi","4.5","18","Alonso de Córdova 4225, 7630524 Vitacura, Región Metropolitana","9 4469 3223","https://capogrossi.cl/","Restaurante italiano","https://www.google.com/maps/place/Capogrossi/data=!4m7!3m6!1s0x9662cfac4ffe31d1:0x7000c380cbd5efe5!8m2!3d-33.4034028!4d-70.5893016!16s%2Fg%2F11s51d17m6!19sChIJ0TH-T6zPYpYR5e_Vy4DDAHA?authuser=0&hl=es-419&rclk=1","-33.4034028","-70.5893016","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","capogrossi","No","","No","","Restaurante","73","Medio potencial"
"La Mar by Gaston Acurio","4.6","17","Av. Nueva Costanera 4076, 7630191 Vitacura, Región Metropolitana","(2) 2617 0848","https://www.lamarcebicheria.com/santiago-de-chile/","Restaurante","https://www.google.com/maps/place/La+Mar+by+Gaston+Acurio/data=!4m7!3m6!1s0x9662cf3561295821:0x184796e8fe9b36c0!8m2!3d-33.395535!4d-70.59766!16s%2Fg%2F11bw3d5xb0!19sChIJIVgpYTXPYpYRwDab_uiWRxg?authuser=0&hl=es-419&rclk=1","-33.395535","-70.59766","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","la mar by gaston acurio","No","","No","","Restaurante","73","Medio potencial"
"Rubaiyat Chile","4.5","93","Av. Nueva Costanera 4031, 7630244 Vitacura, Región Metropolitana","(2) 2617 9800","https://gruporubaiyat.com/es/","Restaurante","https://www.google.com/maps/place/Rubaiyat+Chile/data=!4m7!3m6!1s0x9662cf357c0dc795:0xdfa8171effe5e3bd!8m2!3d-33.3963918!4d-70.5970912!16s%2Fg%2F11cm0584gn!19sChIJlccNfDXPYpYRvePl_x4XqN8?authuser=0&hl=es-419&rclk=1","-33.3963918","-70.5970912","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","rubaiyat","No","","No","","Restaurante","79","Alto potencial"
"Restaurant Miraolas","4.5","60","Av Vitacura 4171, 7630358 Santiago, Vitacura, Región Metropolitana","9 8385 0206","http://www.miraolas.cl/","Restaurante","https://www.google.com/maps/place/Restaurant+Miraolas/data=!4m7!3m6!1s0x9662cf316d7aaf55:0xfb7f125473d331be!8m2!3d-33.3999035!4d-70.5900577!16s%2Fg%2F1tfcdcry!19sChIJVa96bTHPYpYRvjHTc1QSf_s?authuser=0&hl=es-419&rclk=1","-33.3999035","-70.5900577","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","miraolas","No","","No","","Restaurante","77","Medio potencial"
"Kechua Vitacura","4.7","492","Costanera Sur S.J.E. de Balaguer 6400, LUG 2-A, 7630000 Vitacura, Región Metropolitana","(2) 2427 9686","https://kechuarestaurantes.cl/borderio/","Restaurante peruano","https://www.google.com/maps/place/Kechua+Vitacura/@-33.3817562,-70.57943,17z/data=!3m1!4b1!4m6!3m5!1s0x9662c91a55258adf:0x8b4d8fd1119ebaae!8m2!3d-33.3817562!4d-70.57943!16s%2Fg%2F11sj5dh_jm?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.3817562","-70.57943","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","kechua","Sí","kechua","Sí","DUP-002","Restaurante","86","Alto potencial"
"Rishtedar Vitacura","4.6","98","Av Vitacura 5461, 7630598 Vitacura, Región Metropolitana","9 8888 3581","http://www.rishtedar.cl/","Restaurante indio","https://www.google.com/maps/place/Rishtedar+Vitacura/data=!4m7!3m6!1s0x9662cf2b93ed4dff:0x907266614eb68b68!8m2!3d-33.3950354!4d-70.5790121!16s%2Fg%2F11cmsvbxwj!19sChIJ_03tkyvPYpYRaIu2TmFmcpA?authuser=0&hl=es-419&rclk=1","-33.3950354","-70.5790121","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","rishtedar","Sí","rishtedar","Sí","DUP-003","Restaurante","80","Alto potencial"
"Panchita","4.5","68","Av. Nueva Costanera 3979, 7630268 Vitacura, Región Metropolitana","9 9609 4839","","Restaurante peruano","https://www.google.com/maps/place/Panchita/data=!4m7!3m6!1s0x9662cfe8f6df9f3d:0x3697a17c33501e74!8m2!3d-33.397429!4d-70.59735!16s%2Fg%2F11h7cwv3y7!19sChIJPZ_f9ujPYpYRdB5QM3yhlzY?authuser=0&hl=es-419&rclk=1","-33.397429","-70.59735","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Parcial","Sí","","","","","","","","","","","","","","","","","panchita","No","","No","","Restaurante","64","Medio potencial"
"Morera Casa Bar","4.6","53","Alonso de Córdova 4017, 7630507 Vitacura, Región Metropolitana","9 6656 6626","","Bar restaurante","https://www.google.com/maps/place/Morera+Casa+Bar/data=!4m7!3m6!1s0x9662cf3ba1703933:0x86c4505fef9fecfc!8m2!3d-33.4029117!4d-70.5911691!16s%2Fg%2F11hy99gmfk!19sChIJMzlwoTvPYpYR_Oyf719QxIY?authuser=0&hl=es-419&rclk=1","-33.4029117","-70.5911691","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Parcial","Sí","","","","","","","","","","","","","","","","","morera casa bar","No","","No","","Bar/Pub","63","Medio potencial"
"Club Gordos Vitacura","4.5","686","Av Vitacura 4607, LOCAL 12A, 7630290 Santiago, Vitacura, Región Metropolitana","9 3718 1722","","Bar restaurante","https://www.google.com/maps/place/Club+Gordos+Vitacura/data=!4m7!3m6!1s0x9662cfdfc2bc2ef1:0xa1dabc2f069dea77!8m2!3d-33.3989482!4d-70.5860436!16s%2Fg%2F11vssvynp7!19sChIJ8S68wt_PYpYRd-qdBi-82qE?authuser=0&hl=es-419&rclk=1","-33.3989482","-70.5860436","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Parcial","Sí","","","","","","","","","","","","","","","","","club gordos","No","","No","","Bar/Pub","72","Medio potencial"
"La Bottega Gandolini","4.6","535","Alonso de Córdova 2335, 7560873 Vitacura, Región Metropolitana","9 9748 7298","http://labottegagandolini.cl/","Restaurante italiano","https://www.google.com/maps/place/La+Bottega+Gandolini/@-33.4015235,-70.5941925,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf4dfed4eaa3:0x89afe16d74a64537!8m2!3d-33.4015235!4d-70.5941925!16s%2Fg%2F11s75sxv60?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4015235","-70.5941925","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","la bottega gandolini","No","","No","","Restaurante","86","Alto potencial"
"El Zocalo Cocina Mexicana - Vitacura","4.1","647","Alonso de Córdova 4073, 7560801 Vitacura, Región Metropolitana","9 4558 0735","http://www.elzocalo.cl/","Restaurante mexicano","https://www.google.com/maps/place/El+Zocalo+Cocina+Mexicana+-+Vitacura/data=!4m7!3m6!1s0x9662cf2bae8a80ef:0xa093a6e2a726b23e!8m2!3d-33.4030374!4d-70.59089!16s%2Fg%2F11qqr1vytc!19sChIJ74CKrivPYpYRPrImp-Kmk6A?authuser=0&hl=es-419&rclk=1","-33.4030374","-70.59089","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","el zocalo cocina mexicana","Sí","el zocalo","Sí","DUP-004","Restaurante","83","Alto potencial"
"Beasty Butchers","4.7","67","Av Vitacura 3456, Local 8, 7630550 Vitacura, Región Metropolitana","9 9324 3462","http://www.beasty.cl/","Restaurante","https://www.google.com/maps/place/Beasty+Butchers/@-33.40444,-70.5972107,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf66393061e5:0x3f3b099309823545!8m2!3d-33.40444!4d-70.5972107!16s%2Fg%2F11pd1vzyqz?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.40444","-70.5972107","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","beasty butchers","No","","No","","Restaurante","79","Alto potencial"
"El Mesón de la Patagonia","4.3","72","Lo Barnechea 1223, 7690241 Lo Barnechea, Región Metropolitana","9 8527 8105","http://www.meson.cl/","Restaurante","https://www.google.com/maps/place/El+Mes%C3%B3n+de+la+Patagonia/@-33.3574868,-70.506569,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cbeb09419aab:0x4447846d929df05b!8m2!3d-33.3574868!4d-70.506569!16s%2Fg%2F1tgf4dy7?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.3574868","-70.506569","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","el meson de la patagonia","No","","No","","Restaurante","76","Medio potencial"
"Tanaka La Dehesa","4.5","548","El Rodeo 13032, 7690771 Santiago, Lo Barnechea, Región Metropolitana","9 3207 7338","https://tanaka.cl/la-dehesa/","Restaurante","https://www.google.com/maps/place/Tanaka+La+Dehesa/data=!4m7!3m6!1s0x9662cbec0d115fa7:0xf24a8d6cb42a156c!8m2!3d-33.3522299!4d-70.517146!16s%2Fg%2F11gy7ylyxb!19sChIJp18RDezLYpYRbBUqtGyNSvI?authuser=0&hl=es-419&rclk=1","-33.3522299","-70.517146","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","tanaka la dehesa","No","","No","","Restaurante","85","Alto potencial"
"UDON Portal La Dehesa","4.8","389","Av. La Dehesa 1445, Local 1106, 7690130 Lo Barnechea, Región Metropolitana","","https://www.udon.cl/restaurante/portal-dehesa/","Restaurante asiático","https://www.google.com/maps/place/UDON+Portal+La+Dehesa/data=!4m7!3m6!1s0x9662cb5ba46928af:0x14c5dc5b672f2604!8m2!3d-33.3573513!4d-70.5151516!16s%2Fg%2F11yqb6qxky!19sChIJryhppFvLYpYRBCYvZ1vcxRQ?authuser=0&hl=es-419&rclk=1","-33.3573513","-70.5151516","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Sin teléfono","Sí","","","","","","","","","","","","","","","","Sin teléfono visible","udon portal la dehesa","No","","No","","Restaurante","68","Medio potencial"
"Kiara Nikkei","4.3","386","El Rodeo 13332, 7690908 Lo Barnechea, Región Metropolitana","(2) 3210 4200","https://kiaranikkei.cl/","Restaurante","https://www.google.com/maps/place/Kiara+Nikkei/@-33.3513773,-70.5124452,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cb8b33dbf8af:0x7de2d4768a1e5777!8m2!3d-33.3513773!4d-70.5124452!16s%2Fg%2F11s4tggl8_?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.3513773","-70.5124452","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","kiara nikkei","No","","No","","Restaurante","83","Alto potencial"
"Delfina Bistro","4.8","102","Av. La Dehesa 1201, 7690277 Lo Barnechea, Región Metropolitana","9 7807 1773","https://www.instagram.com/delfina_bistro","Taberna","https://www.google.com/maps/place/Delfina+Bistro/@-33.36034,-70.5148406,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cb0044df1c5d:0xcb72375c0611c704!8m2!3d-33.36034!4d-70.5148406!16s%2Fg%2F11xp4kcj0w?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.36034","-70.5148406","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","delfina bistro","No","","No","","Bar/Pub","81","Alto potencial"
"La Fabbrica - La Dehesa","4.2","206","El Rodeo 12850, local 76, 7700401 Lo Barnechea, Región Metropolitana","9 2872 4809","http://la-fabbrica.cl/","Restaurante italiano","https://www.google.com/maps/place/La+Fabbrica+-+La+Dehesa/data=!4m7!3m6!1s0x9662cb28fc851d5d:0x75c5011bd73c3896!8m2!3d-33.3521845!4d-70.5200252!16s%2Fg%2F11kc0_lbb1!19sChIJXR2F_CjLYpYRljg81xsBxXU?authuser=0&hl=es-419&rclk=1","-33.3521845","-70.5200252","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","la fabbrica la dehesa","No","","No","","Restaurante","80","Alto potencial"
"Barrica 94","4.5","835","Av. José Alcalde Délano 10533, local 1508, Lo Barnechea, Región Metropolitana","(2) 3210 2200","http://www.barrica94.cl/","Restaurante","https://www.google.com/maps/place/Barrica+94/data=!4m7!3m6!1s0x9662c59ac22dc56b:0x1403cd9464826478!8m2!3d-33.3567819!4d-70.5400355!16s%2Fg%2F11bwh9wr9_!19sChIJa8UtwprFYpYReGSCZJTNAxQ?authuser=0&hl=es-419&rclk=1","-33.3567819","-70.5400355","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","barrica 94","No","","No","","Bar/Pub","87","Alto potencial"
"alBosque - CraftBeers & Food","4.1","299","Cam. Los Trapenses 3200, 7700334 Lo Barnechea, Región Metropolitana","","https://fiweex.com/reservas_portal_bienvenida/aYF6hA%3D%3D?fbclid=PAQ0xDSwLac_hleHRuA2FlbQIxMQABp_QkBhlpK2_HIjbcz4csm2C7ocjJpYWLib1A2-NH1VYU063iyZ4QjRxoGxq1_aem_QZNMjppiOC69cYSkU9JLYw","Restaurante","https://www.google.com/maps/place/alBosque+-+CraftBeers+%26+Food/@-33.346813,-70.5433961,17z/data=!3m1!4b1!4m6!3m5!1s0x9662c95390865deb:0x1a0bf66d75eb5554!8m2!3d-33.346813!4d-70.5433961!16s%2Fg%2F11r_v5k08f?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.346813","-70.5433961","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Sin teléfono","Sí","","","","","","","","","","","","","","","","Sin teléfono visible","albosque craftbeers food","No","","No","","Restaurante","62","Medio potencial"
"Pizzería Capri Resto Bar","4.6","704","El Rodeo 13052, 7690771 Lo Barnechea, Región Metropolitana","9 4009 8980","http://www.pizzeriacapri.cl/","Pizzería","https://www.google.com/maps/place/Pizzer%C3%ADa+Capri+Resto+Bar/data=!4m7!3m6!1s0x9662cfdef2438a6d:0xa2cab89e9900dadb!8m2!3d-33.3522356!4d-70.5167338!16s%2Fg%2F11ngtnhh7w!19sChIJbYpD8t7PYpYR29oAmZ64yqI?authuser=0&hl=es-419&rclk=1","-33.3522356","-70.5167338","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","pizzeria capri resto bar","No","","No","","Bar/Pub","87","Alto potencial"
"La Divina Comida","4.3","418","Los Patos 13735, 7690708 Lo Barnechea, Región Metropolitana","(2) 3221 1823","https://www.ladivinacomida.cl/","Restaurante italiano","https://www.google.com/maps/place/La+Divina+Comida/data=!4m7!3m6!1s0x9662cf05717c5b7b:0x4d119a3b0367fb!8m2!3d-33.3593793!4d-70.5072727!16s%2Fg%2F12lv_2r91!19sChIJe1t8cQXPYpYR-2cDO5oRTQA?authuser=0&hl=es-419&rclk=1","-33.3593793","-70.5072727","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","la divina comida","No","","No","","Restaurante","83","Alto potencial"
"Tio Tomate La Dehesa","4.4","331","San Lucas 230, 7690493 Santiago, Lo Barnechea, Región Metropolitana","9 7661 9011","http://tiotomate.cl/","Restaurante","https://www.google.com/maps/place/Tio+Tomate+La+Dehesa/data=!4m7!3m6!1s0x9662cb099a3ff2a1:0xe32031824b1bf9be!8m2!3d-33.3628895!4d-70.512014!16s%2Fg%2F11k9s_w3ny!19sChIJofI_mgnLYpYRvvkbS4IxIOM?authuser=0&hl=es-419&rclk=1","-33.3628895","-70.512014","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","tio tomate la dehesa","No","","No","","Restaurante","83","Alto potencial"
"Doña Tina","4.4","04","Cam. los Refugios del Arrayan 15125, Lo Barnechea, Región Metropolitana","(2) 2321 6546","http://www.donatina.cl/","Restaurante","https://www.google.com/maps/place/Do%C3%B1a+Tina/data=!4m7!3m6!1s0x9662cb90b5ce7e15:0xd77184d3077867ff!8m2!3d-33.3610734!4d-70.4920546!16s%2Fg%2F1hjgq14dc!19sChIJFX7OtZDLYpYR_2d4B9OEcdc?authuser=0&hl=es-419&rclk=1","-33.3610734","-70.4920546","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","dona tina","No","","No","","Restaurante","67","Medio potencial"
"Aleman Experto La Dehesa","4.4","06","Av. La Dehesa 1670, 7690253 Lo Barnechea, Región Metropolitana","(2) 3267 1637","http://www.alemanexperto.cl/","Restaurante","https://www.google.com/maps/place/Aleman+Experto+La+Dehesa/@-33.3573537,-70.5176429,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cbdd07f40b67:0x915b5dbe49b78295!8m2!3d-33.3573537!4d-70.5176429!16s%2Fg%2F11g8ygtnln?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.3573537","-70.5176429","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","aleman experto la dehesa","Sí","aleman experto","No","","Restaurante","68","Medio potencial"
"Margo la Dehesa","4.4","879","Manquehue Ote. 2030, Lo Barnechea, Región Metropolitana","(2) 2244 5902","http://www.margo.cl/","Restaurante","https://www.google.com/maps/place/Margo+la+Dehesa/@-33.3614438,-70.5450202,17z/data=!3m1!4b1!4m6!3m5!1s0x9662c96a2dfd1409:0x725f7a3109c9c0e1!8m2!3d-33.3614438!4d-70.5450202!16s%2Fg%2F11bvvyh5n_?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.3614438","-70.5450202","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","margo la dehesa","No","","No","","Restaurante","87","Alto potencial"
"Nelí Portal La Dehesa","4.5","102","Av. La Dehesa 1445, local 1108, 7690130 Lo Barnechea, Región Metropolitana","9 7949 2016","https://www.neli.cl/","Restaurante","https://www.google.com/maps/place/Nel%C3%AD+Portal+La+Dehesa/data=!4m7!3m6!1s0x9662cb76dd6c75a1:0xef4c811b5d84772f!8m2!3d-33.3573513!4d-70.5151516!16s%2Fg%2F11ww0wwdnp!19sChIJoXVs3XbLYpYRL3eEXRuBTO8?authuser=0&hl=es-419&rclk=1","-33.3573513","-70.5151516","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","neli portal la dehesa","No","","No","","Restaurante","79","Alto potencial"
"ZÍA Bistró & Café","4.6","142","El Rodeo 13453, 7690098 Lo Barnechea, Región Metropolitana","9 3647 8658","http://www.ziabistro.cl/","Restaurante","https://www.google.com/maps/place/Z%C3%8DA+Bistr%C3%B3+%26+Caf%C3%A9/data=!4m7!3m6!1s0x9662cb0bb59653bf:0x621cf567cf02bc40!8m2!3d-33.3519791!4d-70.5121117!16s%2Fg%2F11lv74fdpq!19sChIJv1OWtQvLYpYRQLwCz2f1HGI?authuser=0&hl=es-419&rclk=1","-33.3519791","-70.5121117","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","No","","","","","","","","","","","","","","","","Revisar: parece cafe","zia bistro cafe","No","","No","","Cafetería","77","Bajo potencial"
"Hocha Restaurante de Comida Típica Taiwanesa - Patio La Dehesa","4.7","85","Av. José Alcalde Délano 10425, Local 21, 7690324 Lo Barnechea, Región Metropolitana","(2) 2954 7934","http://www.hocha.cl/","Restaurante asiático","https://www.google.com/maps/place/Hocha+Restaurante+de+Comida+T%C3%ADpica+Taiwanesa+-+Patio+La+Dehesa/@-33.3594746,-70.5433854,17z/data=!3m1!4b1!4m6!3m5!1s0x9662c97611858c27:0x9c7c6196c38ccd8!8m2!3d-33.3594746!4d-70.5433854!16s%2Fg%2F11sd_8p15m?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.3594746","-70.5433854","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","hocha de comida tipica taiwanesa patio la dehesa","No","","No","","Restaurante","80","Alto potencial"
